Pipolin_ID	Genome_ID	Pipolin_file	Pipolin_length	Contig_length	Genome_length	Contig_name	Contig_description	Contig_AN	Atts	Number_atts	Coordinates_atts	Length_atts	Integration_site	Genome_AN	Genome_file	Organism	Genus	Specie	AssemblyStatus	BiosampleAN	BiosampleID	Biosource	Coverage	Host	isolation_source	SRA	geo_location	Contamination_status
G_49864_0	G_49864	G_49864_0_v0.complete.single_record.gbk	17159	346740	2102335	G_49864_r_41	Limosilactobacillus reuteri strain DS12_10 DS12_10_1_length_346742_cov_55.414102, whole genome shotgun sequence	QAZN01000001.1	True	2	['[0:34](+)', '[16783:16817](+)']	[34, 34]	['transfer-messenger RNA, SsrA']	GCA_003053005.1	GCA_003053005.1_ASM305300v1_genomic.fna	Limosilactobacillus reuteri (firmicutes)	Limosilactobacillus	Limosilactobacillus reuteri	Contig	SAMN05942019	5942019	{'InfraspeciesList': [{'Sub_type': 'strain', 'Sub_value': 'DS12_10'}], 'Sex': '', 'Isolate': ''}	62.8	Homo sapiens	Commercial dietary supplements	 SRS1759735	USA:MD	Not_contaminated
G_131949_1	G_131949	G_131949_1_v0.minimal.single_record.gbk	2761	2761	2532574	G_131949_r_34	Staphylococcus epidermidis strain 20MB36-2 NODE_40_length_2761_cov_863.873696, whole genome shotgun sequence	JAIMSE010000040.1	False	0	NA	NA	NA	GCA_022003245.1	GCA_022003245.1_ASM2200324v1_genomic.fna	Staphylococcus epidermidis (firmicutes)	Staphylococcus	Staphylococcus epidermidis	Scaffold	SAMN20719967	20719967	{'InfraspeciesList': [{'Sub_type': 'strain', 'Sub_value': '20MB36-2'}], 'Sex': '', 'Isolate': ''}	200	NA	not applicable	NA	China	Not_contaminated
G_131949_0	G_131949	G_131949_0_v0.minimal.single_record.gbk	9650	9650	2532574	G_131949_r_23	Staphylococcus epidermidis strain 20MB36-2 NODE_30_length_9650_cov_2135.380654, whole genome shotgun sequence	JAIMSE010000030.1	False	0	NA	NA	NA	GCA_022003245.1	GCA_022003245.1_ASM2200324v1_genomic.fna	Staphylococcus epidermidis (firmicutes)	Staphylococcus	Staphylococcus epidermidis	Scaffold	SAMN20719967	20719967	{'InfraspeciesList': [{'Sub_type': 'strain', 'Sub_value': '20MB36-2'}], 'Sex': '', 'Isolate': ''}	200	NA	not applicable	NA	China	Not_contaminated
G_129022_0	G_129022	G_129022_0_v0.minimal.single_record.gbk	8877	8877	2487299	G_129022_r_25	Staphylococcus epidermidis strain SCH-22 PROKKA_contig000025, whole genome shotgun sequence	PEKK02000025.1	False	0	NA	NA	NA	GCA_002752835.2	GCA_002752835.2_ASM275283v2_genomic.fna	Staphylococcus epidermidis (firmicutes)	Staphylococcus	Staphylococcus epidermidis	Scaffold	SAMN07839775	7839775	{'InfraspeciesList': [{'Sub_type': 'strain', 'Sub_value': 'SCH-22'}], 'Sex': '', 'Isolate': ''}	70.6	Homo sapiens	Neck/Axilla	NA	USA: Los Angeles, CA	Not_contaminated
G_48209_0	G_48209	G_48209_0_v0.minimal.single_record.gbk	27561	27561	2124950	G_48209_r_101	Lactobacillus sp. UMNPBX2 NODE_28_length_27561_cov_67.7758, whole genome shotgun sequence	PCZH01000028.1	False	0	NA	NA	NA	GCA_002554075.1	GCA_002554075.1_ASM255407v1_genomic.fna	Lactobacillus sp. UMNPBX2 (firmicutes)	Lactobacillus	Lactobacillus sp. UMNPBX2	Contig	SAMN07702353	7702353	{'InfraspeciesList': [{'Sub_type': 'strain', 'Sub_value': 'UMNPBX2'}], 'Sex': '', 'Isolate': ''}	50	Meleagris gallopavo	ileum	NA	USA:Minnesota	Not_contaminated
G_128877_0	G_128877	G_128877_0_v0.minimal.single_record.gbk	10240	10240	2626768	G_128877_r_86	Staphylococcus epidermidis strain 439_SEPI 785_10240_1024390_692_,...,600+, whole genome shotgun sequence	JVHA01000086.1	False	0	NA	NA	NA	GCA_001072995.1	GCA_001072995.1_ASM107299v1_genomic.fna	Staphylococcus epidermidis (firmicutes)	Staphylococcus	Staphylococcus epidermidis	Scaffold	SAMN03197632	3197632	{'InfraspeciesList': [{'Sub_type': 'strain', 'Sub_value': '439_SEPI'}], 'Sex': '', 'Isolate': ''}	9	Homo sapiens	missing	 SRS746838	USA: WA	Not_contaminated
G_109018_0	G_109018	G_109018_0_v0.minimal.single_record.gbk	11013	11013	2988524	G_109018_r_24	Staphylococcus aureus strain 201-76 384, whole genome shotgun sequence	VUFB01000024.1	False	0	NA	NA	NA	GCA_014831915.1	GCA_014831915.1_ASM1483191v1_genomic.fna	Staphylococcus aureus (firmicutes)	Staphylococcus	Staphylococcus aureus	Scaffold	SAMN12642256	12642256	{'InfraspeciesList': [{'Sub_type': 'strain', 'Sub_value': '201-76'}], 'Sex': '', 'Isolate': ''}	70	Homo sapiens	SSTI	 SRS6099286	USA: New York City	Not_contaminated
G_124016_0	G_124016	G_124016_0_v0.minimal.single_record.gbk	11567	11567	2939216	G_124016_r_127	Staphylococcus aureus isolate 80_19907 genome assembly, contig: NODE_152, whole genome shotgun sequence	CAJEMX010000127.1	False	0	NA	NA	NA	GCA_903990585.1	GCA_903990585.1_80_19907_genomic.fna	Staphylococcus aureus (firmicutes)	Staphylococcus	Staphylococcus aureus	Scaffold	SAMEA5886237	12656950	{'InfraspeciesList': [], 'Sex': '', 'Isolate': '80_19907'}	141	NA	Nose	 ERS3674689	Switzerland	Not_contaminated
G_132424_0	G_132424	G_132424_0_v0.minimal.single_record.gbk	8921	8921	2553435	G_132424_r_54	Staphylococcus haemolyticus genome assembly 7067_4#57, scaffold ERS066299.7067_4_57.54, whole genome shotgun sequence	CUDQ01000054.1	False	0	NA	NA	NA	GCA_001231265.1	GCA_001231265.1_7067_4_57_genomic.fna	Staphylococcus haemolyticus (firmicutes)	Staphylococcus	Staphylococcus haemolyticus	Scaffold	SAMEA1035122	788156	{'InfraspeciesList': [{'Sub_type': 'strain', 'Sub_value': '51-33'}], 'Sex': '', 'Isolate': ''}	97	Homo sapiens	blood	 ERS066299	Norway	Not_contaminated
G_129972_0	G_129972	G_129972_0_v0.minimal.single_record.gbk	8839	8839	2552448	G_129972_r_46	Staphylococcus epidermidis strain SESURV_p0_254 NODE_43_length_8839_cov_393.405_ID_8166, whole genome shotgun sequence	VPNX01000043.1	False	0	NA	NA	NA	GCA_010150095.1	GCA_010150095.1_ASM1015009v1_genomic.fna	Staphylococcus epidermidis (firmicutes)	Staphylococcus	Staphylococcus epidermidis	Contig	SAMN12507724	12507724	{'InfraspeciesList': [{'Sub_type': 'strain', 'Sub_value': 'SESURV_p0_254'}], 'Sex': '', 'Isolate': ''}	119.007	Homo sapiens	R_thumb	 SRS5258344	USA	Not_contaminated
G_129914_0	G_129914	G_129914_0_v0.minimal.single_record.gbk	8839	8839	2507198	G_129914_r_60	Staphylococcus epidermidis strain SESURV_p0_315 NODE_39_length_8839_cov_252.377_ID_6989, whole genome shotgun sequence	VPQA01000039.1	False	0	NA	NA	NA	GCA_010148925.1	GCA_010148925.1_ASM1014892v1_genomic.fna	Staphylococcus epidermidis (firmicutes)	Staphylococcus	Staphylococcus epidermidis	Contig	SAMN12507779	12507779	{'InfraspeciesList': [{'Sub_type': 'strain', 'Sub_value': 'SESURV_p0_315'}], 'Sex': '', 'Isolate': ''}	120.675	Homo sapiens	R_nares	 SRS5258077	USA	Not_contaminated
G_50113_0	G_50113	G_50113_0_v0.complete.single_record.gbk	18121	2297399	2399145	G_50113_r_1	Limosilactobacillus reuteri isolate 3630 chromosome	CP065330.1	True	2	['[0:34](-)', '[17746:17780](-)']	[34, 34]	['transfer-messenger RNA, SsrA']	GCA_020978225.1	GCA_020978225.1_ASM2097822v1_genomic.fna	Limosilactobacillus reuteri (firmicutes)	Limosilactobacillus	Limosilactobacillus reuteri	Chromosome	SAMN16712075	16712075	{'InfraspeciesList': [], 'Sex': '', 'Isolate': '3630'}	266	NA	Lohmann Animal Health	 SRS7886596	Germany: Cuxhaven	Not_contaminated
G_49815_0	G_49815	G_49815_0_v0.minimal.single_record.gbk	15281	15281	2203689	G_49815_r_100	Limosilactobacillus reuteri strain KLR1004 NODE_50_length_15281_cov_3.84505_ID_9063, whole genome shotgun sequence	MIMH01000100.1	False	0	NA	NA	NA	GCA_002128525.1	GCA_002128525.1_ASM212852v1_genomic.fna	Limosilactobacillus reuteri (firmicutes)	Limosilactobacillus	Limosilactobacillus reuteri	Contig	SAMN05751482	5751482	{'InfraspeciesList': [{'Sub_type': 'strain', 'Sub_value': 'KLR1004'}], 'Sex': '', 'Isolate': ''}	288	pig	feces	NA	South Korea	Not_contaminated
G_127954_0	G_127954	G_127954_0_v0.minimal.single_record.gbk	11984	11984	2922307	G_127954_r_29	Staphylococcus aureus W41757 genomic scaffold adLZY-supercont1.29, whole genome shotgun sequence	KK097358.1	False	0	NA	NA	NA	GCA_000606985.1	unplaced.scaf.fna	Staphylococcus aureus W41757 (firmicutes)	Staphylococcus	Staphylococcus aureus	Scaffold	SAMN02402645	2402645	{'InfraspeciesList': [{'Sub_type': 'strain', 'Sub_value': 'W41757'}], 'Sex': '', 'Isolate': ''}	97	missing	missing	 SRS555383	missing	Not_contaminated
G_129889_0	G_129889	G_129889_0_v0.minimal.single_record.gbk	8839	8839	2549844	G_129889_r_41	Staphylococcus epidermidis strain SESURV_p0_391 NODE_38_length_8839_cov_575.993_ID_7004, whole genome shotgun sequence	VPSU01000038.1	False	0	NA	NA	NA	GCA_010147535.1	GCA_010147535.1_ASM1014753v1_genomic.fna	Staphylococcus epidermidis (firmicutes)	Staphylococcus	Staphylococcus epidermidis	Contig	SAMN12507851	12507851	{'InfraspeciesList': [{'Sub_type': 'strain', 'Sub_value': 'SESURV_p0_391'}], 'Sex': '', 'Isolate': ''}	194.641	Homo sapiens	L_thumb	 SRS5257912	USA	Not_contaminated
G_132206_0	G_132206	G_132206_0_v0.minimal.single_record.gbk	8007	8007	2564615	G_132206_p_3	Staphylococcus epidermidis ATCC 12228 plasmid pSE-12228-03, complete sequence	AE015932.1	False	0	NA	NA	NA	GCA_000007645.1	GCA_000007645.1_ASM764v1_genomic.fna	Staphylococcus epidermidis ATCC 12228 (firmicutes)	Staphylococcus	Staphylococcus epidermidis	Complete Genome	SAMN02603126	2603126	{'InfraspeciesList': [{'Sub_type': 'strain', 'Sub_value': 'ATCC 12228'}], 'Sex': '', 'Isolate': ''}	0	NA	NA	NA	NA	Not_contaminated
G_49794_1	G_49794	G_49794_1_v0.minimal.single_record.gbk	32412	54218	1952049	G_49794_r_7	Limosilactobacillus reuteri strain CSF8 Ga0133910_1007, whole genome shotgun sequence	NBBE01000007.1	False	0	NA	NA	NA	GCA_002112245.1	GCA_002112245.1_ASM211224v1_genomic.fna	Limosilactobacillus reuteri (firmicutes)	Limosilactobacillus	Limosilactobacillus reuteri	Scaffold	SAMN06640222	6640222	{'InfraspeciesList': [{'Sub_type': 'strain', 'Sub_value': 'CSF8'}], 'Sex': '', 'Isolate': ''}	15	Gallus gallus	feces	NA	USA: Nebraska	Not_contaminated
G_49794_2	G_49794	G_49794_2_v0.minimal.single_record.gbk	33740	36184	1952049	G_49794_r_19	Limosilactobacillus reuteri strain CSF8 Ga0133910_1019, whole genome shotgun sequence	NBBE01000019.1	False	0	NA	NA	NA	GCA_002112245.1	GCA_002112245.1_ASM211224v1_genomic.fna	Limosilactobacillus reuteri (firmicutes)	Limosilactobacillus	Limosilactobacillus reuteri	Scaffold	SAMN06640222	6640222	{'InfraspeciesList': [{'Sub_type': 'strain', 'Sub_value': 'CSF8'}], 'Sex': '', 'Isolate': ''}	15	Gallus gallus	feces	NA	USA: Nebraska	Not_contaminated
G_49794_0	G_49794	G_49794_0_v0.minimal.single_record.gbk	13145	13145	1952049	G_49794_r_50	Limosilactobacillus reuteri strain CSF8 Ga0133910_1050, whole genome shotgun sequence	NBBE01000050.1	False	0	NA	NA	NA	GCA_002112245.1	GCA_002112245.1_ASM211224v1_genomic.fna	Limosilactobacillus reuteri (firmicutes)	Limosilactobacillus	Limosilactobacillus reuteri	Scaffold	SAMN06640222	6640222	{'InfraspeciesList': [{'Sub_type': 'strain', 'Sub_value': 'CSF8'}], 'Sex': '', 'Isolate': ''}	15	Gallus gallus	feces	NA	USA: Nebraska	Not_contaminated
G_107602_0	G_107602	G_107602_0_v0.minimal.single_record.gbk	8926	8926	2854779	G_107602_r_35	Staphylococcus aureus strain SH-WF33 40, whole genome shotgun sequence	JAANWS010000040.1	False	0	NA	NA	NA	GCA_011291945.1	GCA_011291945.1_ASM1129194v1_genomic.fna	Staphylococcus aureus (firmicutes)	Staphylococcus	Staphylococcus aureus	Contig	SAMN14330689	14330689	{'InfraspeciesList': [{'Sub_type': 'strain', 'Sub_value': 'SH-WF33'}], 'Sex': '', 'Isolate': ''}	357	swine	nasal swab	NA	China: Shanghai	Not_contaminated
G_49850_0	G_49850	G_49850_0_v0.minimal.single_record.gbk	7547	7547	1976816	G_49850_r_110	Limosilactobacillus reuteri strain KLR2007 NODE_76_length_7547_cov_3.82139_ID_7911, whole genome shotgun sequence	MIMO01000110.1	False	0	NA	NA	NA	GCA_002128605.1	GCA_002128605.1_ASM212860v1_genomic.fna	Limosilactobacillus reuteri (firmicutes)	Limosilactobacillus	Limosilactobacillus reuteri	Contig	SAMN05751489	5751489	{'InfraspeciesList': [{'Sub_type': 'strain', 'Sub_value': 'KLR2007'}], 'Sex': '', 'Isolate': ''}	281	pig	feces	NA	South Korea	Not_contaminated
G_132515_0	G_132515	G_132515_0_v0.minimal.single_record.gbk	33148	33148	2438987	G_132515_r_25	Staphylococcus haemolyticus genome assembly 7067_4#27, scaffold ERS066269.7067_4_27.25, whole genome shotgun sequence	CUCK01000025.1	False	0	NA	NA	NA	GCA_001234445.1	GCA_001234445.1_7067_4_27_genomic.fna	Staphylococcus haemolyticus (firmicutes)	Staphylococcus	Staphylococcus haemolyticus	Contig	SAMEA1035145	788126	{'InfraspeciesList': [{'Sub_type': 'strain', 'Sub_value': '25-38'}], 'Sex': '', 'Isolate': ''}	99	Homo sapiens	blood	 ERS066269	Norway	Not_contaminated
G_128899_0	G_128899	G_128899_0_v0.minimal.single_record.gbk	9923	9923	2545711	G_128899_r_3	Staphylococcus epidermidis strain 634_SEPI 1044_9923_660563_119_,695+,582_, whole genome shotgun sequence	JUZG01000070.1	False	0	NA	NA	NA	GCA_001071425.1	GCA_001071425.1_ASM107142v1_genomic.fna	Staphylococcus epidermidis (firmicutes)	Staphylococcus	Staphylococcus epidermidis	Scaffold	SAMN03197834	3197834	{'InfraspeciesList': [{'Sub_type': 'strain', 'Sub_value': '634_SEPI'}], 'Sex': '', 'Isolate': ''}	52	Homo sapiens	missing	 SRS747044	USA: WA	Not_contaminated
G_105570_0	G_105570	G_105570_0_v0.minimal.single_record.gbk	23551	23551	3024069	G_105570_p_1	Staphylococcus aureus strain ER03913.3 plasmid unnamed1, complete sequence	CP030482.1	False	0	NA	NA	NA	GCA_008935495.1	GCA_008935495.1_ASM893549v1_genomic.fna	Staphylococcus aureus (firmicutes)	Staphylococcus	Staphylococcus aureus	Complete Genome	SAMN09484030	9484030	{'InfraspeciesList': [{'Sub_type': 'strain', 'Sub_value': 'ER03913.3'}], 'Sex': '', 'Isolate': ''}	340.704	Homo sapiens	blood	 SRS5130222	USA:New York City	Not_contaminated
G_130030_0	G_130030	G_130030_0_v0.minimal.single_record.gbk	8839	8839	2540713	G_130030_r_33	Staphylococcus epidermidis strain SESURV_p0_216 NODE_37_length_8839_cov_297.152_ID_4528, whole genome shotgun sequence	VPMM01000037.1	False	0	NA	NA	NA	GCA_010150835.1	GCA_010150835.1_ASM1015083v1_genomic.fna	Staphylococcus epidermidis (firmicutes)	Staphylococcus	Staphylococcus epidermidis	Contig	SAMN12507687	12507687	{'InfraspeciesList': [{'Sub_type': 'strain', 'Sub_value': 'SESURV_p0_216'}], 'Sex': '', 'Isolate': ''}	142.474	Homo sapiens	L_thumb	 SRS5257926	USA	Not_contaminated
G_49777_0	G_49777	G_49777_0_v0.minimal.single_record.gbk	7560	7560	1996237	G_49777_r_122	Limosilactobacillus reuteri strain KLR3004 NODE_75_length_7560_cov_4.45171_ID_7652, whole genome shotgun sequence	MIMT01000122.1	False	0	NA	NA	NA	GCA_002128655.1	GCA_002128655.1_ASM212865v1_genomic.fna	Limosilactobacillus reuteri (firmicutes)	Limosilactobacillus	Limosilactobacillus reuteri	Contig	SAMN05751494	5751494	{'InfraspeciesList': [{'Sub_type': 'strain', 'Sub_value': 'KLR3004'}], 'Sex': '', 'Isolate': ''}	328	pig	feces	NA	South Korea	Not_contaminated
G_49951_0	G_49951	G_49951_0_v0.minimal.single_record.gbk	29895	29895	2032246	G_49951_r_59	Limosilactobacillus reuteri strain DS17_10 DS17_10_26_length_29895_cov_56.659299, whole genome shotgun sequence	QAZM01000026.1	False	0	NA	NA	NA	GCA_003065345.1	GCA_003065345.1_ASM306534v1_genomic.fna	Limosilactobacillus reuteri (firmicutes)	Limosilactobacillus	Limosilactobacillus reuteri	Contig	SAMN05942022	5942022	{'InfraspeciesList': [{'Sub_type': 'strain', 'Sub_value': 'DS17_10'}], 'Sex': '', 'Isolate': ''}	63.4	Homo sapiens	Commercial dietary supplements	 SRS1759745	USA:MD	Not_contaminated
G_128837_0	G_128837	G_128837_0_v0.minimal.single_record.gbk	10240	10240	2570646	G_128837_r_56	Staphylococcus epidermidis strain 422.rep2_SEPI 745_10240_1295221_503+,...,678+, whole genome shotgun sequence	JVHR01000056.1	False	0	NA	NA	NA	GCA_001072885.1	GCA_001072885.1_ASM107288v1_genomic.fna	Staphylococcus epidermidis (firmicutes)	Staphylococcus	Staphylococcus epidermidis	Scaffold	SAMN03197615	3197615	{'InfraspeciesList': [{'Sub_type': 'strain', 'Sub_value': '422.rep2_SEPI'}], 'Sex': '', 'Isolate': ''}	23	Homo sapiens	missing	 SRS746822	USA: WA	Not_contaminated
