protein_ID	InterproScan
G_50048_0_19_Limosilactobacillus_reuteri	Alpha-L RNA-binding motif, -, S4, RNA-binding S4 domain, Tyrosyl-tRNA synthetase signature, Tyrosine-tRNA ligase, Aminoacyl-transfer RNA synthetases class-I signature., Aminoacyl-tRNA synthetase, class I, conserved site, tRNA synthetases class I (W and Y), Aminoacyl-tRNA synthetase, class Ic, TYROSINE--TRNA LIGASE, MITOCHONDRIAL, TYROSYL-TRNA SYNTHETASE, Tyrosine-tRNA ligase, bacterial-type, S4 domain, S4 RNA-binding domain profile., Tyrosine--tRNA ligase [tyrS]., Tyrosine-tRNA ligase, bacterial-type, type 1, Nucleotidylyl transferase, TyrRS_core, HUPs, Rossmann-like alpha/beta/alpha sandwich fold, tyrS: tyrosine--tRNA ligase, RNA-binding S4 domain superfamily, s4_6
G_49978_0_16_Limosilactobacillus_reuteri	Alpha-L RNA-binding motif, -, S4, RNA-binding S4 domain, Tyrosyl-tRNA synthetase signature, Tyrosine-tRNA ligase, Aminoacyl-transfer RNA synthetases class-I signature., Aminoacyl-tRNA synthetase, class I, conserved site, tRNA synthetases class I (W and Y), Aminoacyl-tRNA synthetase, class Ic, TYROSINE--TRNA LIGASE, MITOCHONDRIAL, TYROSYL-TRNA SYNTHETASE, Tyrosine-tRNA ligase, bacterial-type, S4 domain, S4 RNA-binding domain profile., Tyrosine--tRNA ligase [tyrS]., Tyrosine-tRNA ligase, bacterial-type, type 1, Nucleotidylyl transferase, TyrRS_core, HUPs, Rossmann-like alpha/beta/alpha sandwich fold, tyrS: tyrosine--tRNA ligase, RNA-binding S4 domain superfamily, s4_6
G_50037_0_19_Limosilactobacillus_reuteri	Alpha-L RNA-binding motif, -, S4, RNA-binding S4 domain, Tyrosyl-tRNA synthetase signature, Tyrosine-tRNA ligase, Aminoacyl-transfer RNA synthetases class-I signature., Aminoacyl-tRNA synthetase, class I, conserved site, tRNA synthetases class I (W and Y), Aminoacyl-tRNA synthetase, class Ic, TYROSINE--TRNA LIGASE, MITOCHONDRIAL, TYROSYL-TRNA SYNTHETASE, Tyrosine-tRNA ligase, bacterial-type, S4 domain, S4 RNA-binding domain profile., Tyrosine--tRNA ligase [tyrS]., Tyrosine-tRNA ligase, bacterial-type, type 1, Nucleotidylyl transferase, TyrRS_core, HUPs, Rossmann-like alpha/beta/alpha sandwich fold, tyrS: tyrosine--tRNA ligase, RNA-binding S4 domain superfamily, s4_6
G_48777_0_1_Lentilactobacillus_kisonensis	Coil, -
G_50090_0_33_Limosilactobacillus_reuteri	ACID HYDRATASE, -, FAH, Fumarylacetoacetase-like, C-terminal domain superfamily
G_49593_1_7_Limosilactobacillus_coleohominis	Coil, -
G_105545_0_18_Staphylococcus_aureus	-, Ribonuclease H superfamily, Integrase catalytic domain profile., Integrase, catalytic core, Ribonuclease H-like, Ribonuclease H-like superfamily, DDE domain, BLL1675 PROTEIN
G_105661_0_12_Staphylococcus_aureus	-, Ribonuclease H superfamily, Integrase catalytic domain profile., Integrase, catalytic core, Ribonuclease H-like, Ribonuclease H-like superfamily, DDE domain, BLL1675 PROTEIN
G_105709_0_27_Staphylococcus_aureus	-, Ribonuclease H superfamily, Integrase catalytic domain profile., Integrase, catalytic core, Ribonuclease H-like, Ribonuclease H-like superfamily, DDE domain, BLL1675 PROTEIN
G_105709_0_5_Staphylococcus_aureus	-, Ribonuclease H superfamily, Integrase catalytic domain profile., Integrase, catalytic core, Ribonuclease H-like, Ribonuclease H-like superfamily, DDE domain, BLL1675 PROTEIN
G_131395_0_12_Staphylococcus_epidermidis	-, Ribonuclease H superfamily, Integrase catalytic domain profile., Integrase, catalytic core, Ribonuclease H-like, Ribonuclease H-like superfamily, DDE domain, BLL1675 PROTEIN
G_131395_0_2_Staphylococcus_epidermidis	-, Ribonuclease H superfamily, Integrase catalytic domain profile., Integrase, catalytic core, Ribonuclease H-like, Ribonuclease H-like superfamily, DDE domain, BLL1675 PROTEIN
G_105661_0_33_Staphylococcus_aureus	-, Ribonuclease H superfamily, Integrase catalytic domain profile., Integrase, catalytic core, Ribonuclease H-like, Ribonuclease H-like superfamily, DDE domain, BLL1675 PROTEIN
G_105570_0_25_Staphylococcus_aureus	-, Ribonuclease H superfamily, Integrase catalytic domain profile., Integrase, catalytic core, Ribonuclease H-like, Ribonuclease H-like superfamily, DDE domain, BLL1675 PROTEIN
G_100380_0_7_Roseburia_inulinivorans	Coil, -
G_49860_1_2_Limosilactobacillus_reuteri	Resolvase, N terminal domain, Resolvase, N-terminal catalytic domain, Resolvase-like, Resolvase-like, N-terminal catalytic domain superfamily, -
G_49893_0_2_Limosilactobacillus_reuteri	Amidohydrolase family, Amidohydrolase 3, CYTOSINE DEAMINASE, -, Composite domain of metallo-dependent hydrolases, Metal-dependent hydrolase, composite domain superfamily, Urease, subunit C, domain 1, Metallo-dependent hydrolases, Metal-dependent hydrolase, Bact_CD
G_50090_0_34_Limosilactobacillus_reuteri	Amidohydrolase family, Amidohydrolase 3, CYTOSINE DEAMINASE, -, Composite domain of metallo-dependent hydrolases, Metal-dependent hydrolase, composite domain superfamily, Urease, subunit C, domain 1, Metallo-dependent hydrolases, Metal-dependent hydrolase, Bact_CD
G_49794_1_29_Limosilactobacillus_reuteri	Amidohydrolase family, Amidohydrolase 3, CYTOSINE DEAMINASE, -, Composite domain of metallo-dependent hydrolases, Metal-dependent hydrolase, composite domain superfamily, Urease, subunit C, domain 1, Metallo-dependent hydrolases, Metal-dependent hydrolase, Bact_CD
G_49938_1_30_Limosilactobacillus_reuteri	Amidohydrolase family, Amidohydrolase 3, CYTOSINE DEAMINASE, -, Composite domain of metallo-dependent hydrolases, Metal-dependent hydrolase, composite domain superfamily, Urease, subunit C, domain 1, Metallo-dependent hydrolases, Metal-dependent hydrolase, Bact_CD
G_49991_0_41_Limosilactobacillus_reuteri	Glycosyl hydrolase family 53, Cholin Binding, -, Glycosidases, Cell wall binding repeat, consensus disorder prediction, ARABINOGALACTAN ENDO-BETA-1,4-GALACTANASE, (Trans)glycosidases, Glycoside hydrolase superfamily, KxYKxGKxW: KxYKxGKxW signal peptide, KxYKxGKxW signal peptide, ARABINOGALACTAN ENDO-BETA-1,4-GALACTANASE A
G_131395_0_29_Staphylococcus_epidermidis	-, Glyoxalase/Bleomycin resistance protein/Dihydroxybiphenyl dioxygenase, PcpA_C_like, RING-CLEAVING DIOXYGENASE MHQE-RELATED, Vicinal oxygen chelate (VOC) domain profile., Vicinal oxygen chelate (VOC) domain, GLYOXALASE FAMILY PROTEIN, Glyoxalase/Bleomycin resistance protein/Dioxygenase superfamily, Glyoxalase/fosfomycin resistance/dioxygenase domain
G_49671_0_11_Limosilactobacillus_coleohominis	Relaxase/Mobilisation nuclease domain, Endonuclease relaxase, MobA/VirD2, consensus disorder prediction, -, Coil
G_49921_0_8_Limosilactobacillus_reuteri	Type III restriction enzyme, res subunit, Helicase/UvrB, N-terminal, P-loop containing nucleoside triphosphate hydrolases, P-loop containing nucleoside triphosphate hydrolase, -, Superfamilies 1 and 2 helicase ATP-binding type-1 domain profile., Helicase superfamily 1/2, ATP-binding domain, ultradead3
G_99958_0_34_Porcincola_intestinalis	Type IV leader peptidase family, Prepilin type IV endopeptidase, peptidase domain, TYPE 4 PREPILIN-LIKE PROTEINS LEADER PEPTIDE-PROCESSING ENZYME, -
G_6583_0_8_Blautia_obeum	TTHA1013/TTHA0281-like
G_6535_0_48_Blautia_obeum	TTHA1013/TTHA0281-like
G_6710_0_9_Blautia_obeum	TTHA1013/TTHA0281-like
G_49938_0_23_Limosilactobacillus_reuteri	Gram-positive cocci surface proteins LPxTG motif profile., LPXTG cell wall anchor domain, Coil, -, consensus disorder prediction, Surf_Exclu_PgrA: SEC10/PgrA surface exclusion domain, SEC10/PgrA surface exclusion domain, LPXTG_anchor: LPXTG cell wall anchor domain, Nucleotidyltransferases  domain 2, Tropomyosin, LPXTG cell wall anchor motif
G_50057_0_36_Limosilactobacillus_reuteri	Arginine deiminase [arcA]., Arginine deiminase, -, ARGININE DEIMINASE, ADI, arcA: arginine deiminase, Bacterial arginine deiminase signature, Pentein
G_99958_0_16_Porcincola_intestinalis	-, Lambda repressor-like, DNA-binding domain superfamily, HTH-TYPE TRANSCRIPTIONAL REGULATOR SLRR, lambda repressor-like DNA-binding domains, Coil, Helix-turn-helix, Cro/C1-type helix-turn-helix domain, mbf_short4, HTH-TYPE TRANSCRIPTIONAL REGULATOR, Cro/C1-type HTH domain profile., HTH_XRE
G_49938_0_28_Limosilactobacillus_reuteri	Coil, -
G_100380_0_4_Roseburia_inulinivorans	-, Metallo-dependent phosphatase-like, Metallo-dependent phosphatases, Calcineurin-like phosphoesterase superfamily domain, Calcineurin-like phosphoesterase domain, lpxH-type
G_46088_0_3_Lacticaseibacillus_zeae	PEPTIDOGLYCAN D,D-TRANSPEPTIDASE, -, Penicillin-binding protein 2x (pbp-2x), c-terminal domain, Beta-lactamase/transpeptidase-like, PASTA_Pbp2x-like_1, PASTA domain, PASTA_Pbp2x-like_2, beta-lactamase/transpeptidase-like, PASTA domain profile., PEPTIDOGLYCAN D,D-TRANSPEPTIDASE FTSI, Penicillin binding protein transpeptidase domain, Penicillin-binding protein, transpeptidase, Penicillin binding protein dimerisation domain, Penicillin-binding protein, dimerisation domain superfamily, 2pasta, Penicillin-binding Protein dimerisation domain, Penicillin-binding protein, dimerisation domain
G_100623_0_1_Ruminococcus_sp._AF31-16BH	P-loop containing nucleoside triphosphate hydrolases, P-loop containing nucleoside triphosphate hydrolase, ATP-synt_F1_alpha_C, ATP synthase, alpha subunit, C-terminal, ATP synthase alpha/beta chain, C terminal domain, -, ATP SYNTHASE SUBUNIT ALPHA, MITOCHONDRIAL, C-terminal domain of alpha and beta subunits of F1 ATP synthase, ATP synthase alpha/beta family, nucleotide-binding domain, ATPase, F1/V1/A1 complex, alpha/beta subunit, nucleotide-binding domain, ATP synthase alpha and beta subunits signature., ATPase, alpha/beta subunit, nucleotide-binding domain, active site, ATP synthase, alpha subunit, C-terminal domain superfamily
G_100380_0_15_Roseburia_inulinivorans	consensus disorder prediction, -
G_49852_1_40_Limosilactobacillus_reuteri	bhlneu, Histone-like DNA-binding protein, IHF, -, IHF-like DNA-binding proteins, Integration host factor (IHF)-like DNA-binding domain superfamily, Bacterial DNA-binding protein, DNA-BINDING PROTEIN HU
G_49794_1_28_Limosilactobacillus_reuteri	FAH, Fumarylacetoacetase-like, C-terminal domain superfamily, -, ACID HYDRATASE
G_169371_0_1_Trichococcus_ilyis	Aldolase class I, Aldolase-type TIM barrel, NADPH DEHYDROGENASE C23G7.10C-RELATED, NADPH dehydrogenase YqjM-like, NADH:flavin oxidoreductase / NADH oxidase family, NADH:flavin oxidoreductase/NADH oxidase, N-terminal, FMN-linked oxidoreductases, -
G_169491_0_58_Trichococcus_ilyis	Aldolase class I, Aldolase-type TIM barrel, NADPH DEHYDROGENASE C23G7.10C-RELATED, NADPH dehydrogenase YqjM-like, NADH:flavin oxidoreductase / NADH oxidase family, NADH:flavin oxidoreductase/NADH oxidase, N-terminal, FMN-linked oxidoreductases, -
G_100623_0_40_Ruminococcus_sp._AF31-16BH	TadE-like protein, TadE-like
G_21819_0_52_Clostridium_sp._SY8519	Transposon-encoded protein TnpV
G_100718_0_37_Ruminococcus_sp._OM05-10BH	Coil, -, INTEGRAL MEMBRANE PROTEIN-RELATED, Type II secretion system (T2SS), protein F, Type II secretion system protein GspF domain
G_49593_2_2_Limosilactobacillus_coleohominis	DNA-INVERTASE FROM LAMBDOID PROPHAGE, -, Resolvase, N terminal domain, Resolvase, N-terminal catalytic domain, Resolvase-like, Resolvase-like, N-terminal catalytic domain superfamily, SR_ResInv, RESOLVASE HOMOLOG YEFC, Resolvase/invertase-type recombinase catalytic domain profile., resolvase_6
G_132206_0_2_Staphylococcus_epidermidis	Coil, -, DNA/RNA polymerases, DNA/RNA polymerase superfamily
G_132282_0_6_Staphylococcus_epidermidis	Coil, -, DNA/RNA polymerases, DNA/RNA polymerase superfamily
G_132244_0_5_Staphylococcus_epidermidis	Coil, -, DNA/RNA polymerases, DNA/RNA polymerase superfamily
G_100623_0_3_Ruminococcus_sp._AF31-16BH	ATP synthase alpha/beta family, beta-barrel domain, ATPase, F1/V1/A1 complex, alpha/beta subunit, N-terminal domain, atpD: ATP synthase F1, beta subunit, ATP synthase, F1 complex, beta subunit, ATP synthase alpha and beta subunits signature., ATPase, alpha/beta subunit, nucleotide-binding domain, active site, AAA_5, AAA+ ATPase domain, -, P-loop containing nucleoside triphosphate hydrolase, P-loop containing nucleoside triphosphate hydrolases, ATP-synt_F1_beta_C, ATP SYNTHASE, F1-ATPase_beta, ATP synthase subunit beta [atpB]., ATPase, F1/V1 complex, beta/alpha subunit, C-terminal, ATP synthase alpha/beta family, nucleotide-binding domain, ATPase, F1/V1/A1 complex, alpha/beta subunit, nucleotide-binding domain, N-terminal domain of alpha and beta subunits of F1 ATP synthase, ATPase, F1/V1/A1 complex, alpha/beta subunit, N-terminal domain superfamily, C-terminal domain of alpha and beta subunits of F1 ATP synthase, ATP-synt_F1_beta_N
G_131451_0_1_Staphylococcus_epidermidis	DNA/RNA polymerases, DNA/RNA polymerase superfamily
G_6949_0_30_Butyricicoccus_sp._AM42-5AC	Coil, -, consensus disorder prediction
G_97256_0_58_Loigolactobacillus_backii	Transket_pyr_3, Transketolase-like, pyrimidine-binding domain, Thiamin diphosphate-binding fold (THDP-binding), Thiamin diphosphate-binding fold, TK C-terminal domain-like, Transketolase C-terminal/Pyruvate-ferredoxin oxidoreductase domain II, -, TPP_PYR_DXS_TK_like, Transketolase signature 1., Transketolase, N-terminal, TRANSKETOLASE, Transketolase family, Transketolase, C-terminal domain, TPP_TK, Transketolase, pyrimidine binding domain, Transketolase, thiamine diphosphate binding domain, tktlase_bact: transketolase, Transketolase, bacterial-like, TRANSKETOLASE 1-RELATED
G_49794_2_7_Limosilactobacillus_reuteri	Superfamilies 1 and 2 helicase ATP-binding type-1 domain profile., Helicase superfamily 1/2, ATP-binding domain, SF2_C_EcoAI-like, -, Helicase conserved C-terminal domain, Helicase, C-terminal, DEXHc_RE_I_III_res, Type III restriction enzyme, res subunit, Helicase/UvrB, N-terminal, ultradead3, PLDc_N_DEXD_b2, helicmild6, Phospholipase D/nuclease, Superfamilies 1 and 2 helicase C-terminal domain profile., Domain of unknown function (DUF3427), Protein of unknown function DUF3427, DNA REPAIR HELICASE-RELATED, P-loop containing nucleoside triphosphate hydrolase, DEAD-BOX ATP-DEPENDENT RNA HELICASE 47, MITOCHONDRIAL, Endonuclease Chain A, Phospholipase D phosphodiesterase active site profile., Phospholipase D/Transphosphatidylase, P-loop containing nucleoside triphosphate hydrolases, PLD-like domain, Phospholipase D-like domain
G_46088_0_13_Lacticaseibacillus_zeae	-, SEPTUM SITE-DETERMINING PROTEIN MINC, Septum formation inhibitor MinC, Septum formation inhibitor MinC, C-terminal domain, Septum formation inhibitor MinC, C-terminal, Cyclase-associated protein CAP/septum formation inhibitor MinC, C-terminal, Cell-division inhibitor MinC, C-terminal domain, Septum formation inhibitor MinC, C-terminal domain superfamily
G_169491_0_33_Trichococcus_ilyis	Energy-coupling factor transporter transmembrane protein EcfT [ecfT]., ECF transporter transmembrane protein EcfT, PROTEIN ABCI12, CHLOROPLASTIC, -, Cobalt transport protein, ABC/ECF transporter, transmembrane component
G_169371_0_27_Trichococcus_ilyis	Energy-coupling factor transporter transmembrane protein EcfT [ecfT]., ECF transporter transmembrane protein EcfT, PROTEIN ABCI12, CHLOROPLASTIC, -, Cobalt transport protein, ABC/ECF transporter, transmembrane component
G_6583_0_24_Blautia_obeum	N-6 Adenine-specific DNA methylases signature., DNA methylase, N-6 adenine-specific, conserved site, Vaccinia Virus protein VP39, -, Coil, DNA METHYLTRANSFERASE YEEA-RELATED, S-adenosyl-L-methionine-dependent methyltransferases, S-adenosyl-L-methionine-dependent methyltransferase, N12 class N6 adenine-specific DNA methyltransferase signature
G_130191_0_10_Staphylococcus_epidermidis	resolvase_6, Resolvase, N-terminal catalytic domain, Site-specific recombinases signature 2., Recombinase, conserved site, Resolvase-like, Resolvase-like, N-terminal catalytic domain superfamily, Coil, -, Resolvase, N terminal domain, Resolvase/invertase-type recombinase catalytic domain profile., SERINE RECOMBINASE PINE-RELATED, Site-specific recombinases active site., SR_ResInv, DNA-INVERTASE FROM LAMBDOID PROPHAGE
G_130249_0_10_Staphylococcus_epidermidis	resolvase_6, Resolvase, N-terminal catalytic domain, Site-specific recombinases signature 2., Recombinase, conserved site, Resolvase-like, Resolvase-like, N-terminal catalytic domain superfamily, Coil, -, Resolvase, N terminal domain, Resolvase/invertase-type recombinase catalytic domain profile., SERINE RECOMBINASE PINE-RELATED, Site-specific recombinases active site., SR_ResInv, DNA-INVERTASE FROM LAMBDOID PROPHAGE
G_49938_1_18_Limosilactobacillus_reuteri	nifR3_yhdG: putative TIM-barrel protein, nifR3 family, tRNA-dihydrouridine synthase, TIM-barrel, NifR3, TRNA-DIHYDROURIDINE SYNTHASE, -, TRNA-DIHYDROURIDINE SYNTHASE B, DUS_like_FMN, DUS-like, FMN-binding domain, FMN-linked oxidoreductases, Dus, tRNA-dihydrouridine synthase, Uncharacterized protein family UPF0034 signature., tRNA-dihydrouridine synthase, conserved site, Aldolase class I, Aldolase-type TIM barrel, Coil, Dihydrouridine synthase (Dus), Putative flavin oxidoreducatase; domain 2, tRNA-dihydrouridine synthase, putative, C-terminal
G_49794_1_17_Limosilactobacillus_reuteri	nifR3_yhdG: putative TIM-barrel protein, nifR3 family, tRNA-dihydrouridine synthase, TIM-barrel, NifR3, TRNA-DIHYDROURIDINE SYNTHASE, -, TRNA-DIHYDROURIDINE SYNTHASE B, DUS_like_FMN, DUS-like, FMN-binding domain, FMN-linked oxidoreductases, Dus, tRNA-dihydrouridine synthase, Uncharacterized protein family UPF0034 signature., tRNA-dihydrouridine synthase, conserved site, Aldolase class I, Aldolase-type TIM barrel, Coil, Dihydrouridine synthase (Dus), Putative flavin oxidoreducatase; domain 2, tRNA-dihydrouridine synthase, putative, C-terminal
G_50090_0_22_Limosilactobacillus_reuteri	nifR3_yhdG: putative TIM-barrel protein, nifR3 family, tRNA-dihydrouridine synthase, TIM-barrel, NifR3, TRNA-DIHYDROURIDINE SYNTHASE, -, TRNA-DIHYDROURIDINE SYNTHASE B, DUS_like_FMN, DUS-like, FMN-binding domain, FMN-linked oxidoreductases, Dus, tRNA-dihydrouridine synthase, Uncharacterized protein family UPF0034 signature., tRNA-dihydrouridine synthase, conserved site, Aldolase class I, Aldolase-type TIM barrel, Coil, Dihydrouridine synthase (Dus), Putative flavin oxidoreducatase; domain 2, tRNA-dihydrouridine synthase, putative, C-terminal
