query	seed_ortholog	evalue	score	eggNOG_OGs	max_annot_lvl	COG_category	Description	Preferred_name	GOs	EC	KEGG_ko	KEGG_Pathway	KEGG_Module	KEGG_Reaction	KEGG_rclass	BRITE	KEGG_TC	CAZy	BiGG_Reaction	PFAMs
G_6949_0_21_Butyricicoccus_sp._AM42-5AC	622312.ROSEINA2194_01078	3.75e-97	283.0	COG1595@1|root,COG1595@2|Bacteria,1UVHM@1239|Firmicutes,24DWE@186801|Clostridia	186801|Clostridia	K	Psort location Cytoplasmic, score	-	-	-	ko:K03088	-	-	-	-	ko00000,ko03021	-	-	-	Sigma70_r4_2
G_6949_0_22_Butyricicoccus_sp._AM42-5AC	622312.ROSEINA2194_02935	1.78e-207	575.0	28PUM@1|root,2ZCFI@2|Bacteria,1V1KX@1239|Firmicutes,24H7K@186801|Clostridia	186801|Clostridia	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
G_6949_0_23_Butyricicoccus_sp._AM42-5AC	622312.ROSEINA2194_02936	0.0	899.0	COG5002@1|root,COG5002@2|Bacteria,1TQ1H@1239|Firmicutes,247VG@186801|Clostridia	186801|Clostridia	T	Histidine kinase	-	-	2.7.13.3	ko:K18345	ko01502,ko02020,map01502,map02020	M00651,M00656	-	-	ko00000,ko00001,ko00002,ko01000,ko01001,ko01504,ko02022	-	-	-	HAMP,HATPase_c,HisKA
G_6949_0_24_Butyricicoccus_sp._AM42-5AC	622312.ROSEINA2194_02937	1.34e-155	437.0	COG0745@1|root,COG0745@2|Bacteria,1U4FM@1239|Firmicutes,24DF2@186801|Clostridia	186801|Clostridia	T	Psort location Cytoplasmic, score	-	-	-	ko:K18344	ko01502,ko02020,map01502,map02020	M00651,M00656	-	-	ko00000,ko00001,ko00002,ko01504,ko02022	-	-	-	Response_reg,Trans_reg_C
G_6949_0_25_Butyricicoccus_sp._AM42-5AC	1121115.AXVN01000044_gene2045	1.76e-80	238.0	COG1476@1|root,COG1476@2|Bacteria,1UVUX@1239|Firmicutes,25KN5@186801|Clostridia,3Y1RS@572511|Blautia	186801|Clostridia	K	TRANSCRIPTIONal	-	-	-	-	-	-	-	-	-	-	-	-	-
G_6949_0_26_Butyricicoccus_sp._AM42-5AC	585394.RHOM_10290	1.05e-315	862.0	COG3843@1|root,COG3843@2|Bacteria,1TPRX@1239|Firmicutes,2481D@186801|Clostridia	186801|Clostridia	U	Relaxase mobilization nuclease domain protein	-	-	-	-	-	-	-	-	-	-	-	-	Relaxase
G_6949_0_27_Butyricicoccus_sp._AM42-5AC	1256908.HMPREF0373_01799	1.3e-62	192.0	296J0@1|root,2ZTUJ@2|Bacteria,1V4RY@1239|Firmicutes,24I96@186801|Clostridia,25X99@186806|Eubacteriaceae	186801|Clostridia	S	Psort location Cytoplasmic, score	-	-	-	-	-	-	-	-	-	-	-	-	MobC
G_6949_0_28_Butyricicoccus_sp._AM42-5AC	1256908.HMPREF0373_01798	1.5e-29	105.0	2DPN4@1|root,332R1@2|Bacteria,1VIM2@1239|Firmicutes,24THY@186801|Clostridia	186801|Clostridia	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
G_6949_0_29_Butyricicoccus_sp._AM42-5AC	537007.BLAHAN_05361	9.65e-146	409.0	28JWN@1|root,2Z9MA@2|Bacteria,1TSYA@1239|Firmicutes,24AD4@186801|Clostridia	186801|Clostridia	S	Psort location Cytoplasmic, score	-	-	-	-	-	-	-	-	-	-	-	-	-
G_6949_0_30_Butyricicoccus_sp._AM42-5AC	1256908.HMPREF0373_01796	3.98e-230	633.0	COG4227@1|root,COG4227@2|Bacteria,1TQN4@1239|Firmicutes,2482H@186801|Clostridia	186801|Clostridia	L	Psort location Cytoplasmic, score	-	-	-	-	-	-	-	-	-	-	-	-	DUF4316,Peptidase_M78,YodL
G_6949_0_31_Butyricicoccus_sp._AM42-5AC	718252.FP2_04520	4.34e-158	445.0	2DBKC@1|root,2Z9SK@2|Bacteria,1UYZU@1239|Firmicutes,247WA@186801|Clostridia	186801|Clostridia	S	Domain of unknown function (DUF4366)	-	-	-	-	-	-	-	-	-	-	-	-	DUF4366
G_6949_0_32_Butyricicoccus_sp._AM42-5AC	718252.FP2_04530	9.07e-37	125.0	2AF03@1|root,314Y6@2|Bacteria,1V9YP@1239|Firmicutes,24N70@186801|Clostridia,3WQ3J@541000|Ruminococcaceae	186801|Clostridia	S	Domain of unknown function (DUF4315)	-	-	-	-	-	-	-	-	-	-	-	-	DUF4315
G_6949_0_33_Butyricicoccus_sp._AM42-5AC	718252.FP2_04540	0.0	1098.0	COG0791@1|root,COG0791@2|Bacteria,1TP24@1239|Firmicutes,247K5@186801|Clostridia,3WGX9@541000|Ruminococcaceae	186801|Clostridia	M	NlpC P60 family protein	-	-	-	-	-	-	-	-	-	-	-	-	NLPC_P60
G_6949_0_34_Butyricicoccus_sp._AM42-5AC	585394.RHOM_10340	0.0	1544.0	COG3451@1|root,COG3451@2|Bacteria,1TPDR@1239|Firmicutes,248ND@186801|Clostridia	186801|Clostridia	U	Psort location Cytoplasmic, score	-	-	-	-	-	-	-	-	-	-	-	-	AAA_10,DUF87
G_6949_0_35_Butyricicoccus_sp._AM42-5AC	1256908.HMPREF0373_03420	7.13e-87	255.0	COG3451@1|root,COG3451@2|Bacteria,1V74G@1239|Firmicutes,24GFI@186801|Clostridia,25WWN@186806|Eubacteriaceae	186801|Clostridia	U	PrgI family protein	-	-	-	-	-	-	-	-	-	-	-	-	PrgI
G_6949_0_36_Butyricicoccus_sp._AM42-5AC	1256908.HMPREF0373_03421	9.95e-113	323.0	COG4725@1|root,COG4725@2|Bacteria,1TSJV@1239|Firmicutes,248X5@186801|Clostridia,25Y2E@186806|Eubacteriaceae	186801|Clostridia	KT	MT-A70	-	-	-	-	-	-	-	-	-	-	-	-	MT-A70
G_6949_0_37_Butyricicoccus_sp._AM42-5AC	1256908.HMPREF0373_03422	4.7e-192	532.0	COG0863@1|root,COG0863@2|Bacteria,1V0ZF@1239|Firmicutes,24CQV@186801|Clostridia,25WW1@186806|Eubacteriaceae	186801|Clostridia	L	Belongs to the N(4) N(6)-methyltransferase family	-	-	-	-	-	-	-	-	-	-	-	-	N6_N4_Mtase
G_6949_0_38_Butyricicoccus_sp._AM42-5AC	1256908.HMPREF0373_03423	2.86e-160	450.0	COG2088@1|root,COG2088@2|Bacteria,1V5IZ@1239|Firmicutes,24GMU@186801|Clostridia	186801|Clostridia	D	Belongs to the SpoVG family	-	-	-	ko:K06412	-	-	-	-	ko00000	-	-	-	SpoVG
G_6949_0_39_Butyricicoccus_sp._AM42-5AC	537007.BLAHAN_05349	1.04e-189	528.0	28HUM@1|root,2Z81B@2|Bacteria,1TNZ2@1239|Firmicutes,248SU@186801|Clostridia,3XYX7@572511|Blautia	186801|Clostridia	S	Psort location CytoplasmicMembrane, score 9.99	-	-	-	-	-	-	-	-	-	-	-	-	TrbL
G_6756_0_1_Blautia_sp._OM07-19	411459.RUMOBE_03758	8.05e-40	137.0	2BA9T@1|root,323Q1@2|Bacteria,1UQ6B@1239|Firmicutes,257VK@186801|Clostridia,3Y23U@572511|Blautia	411459.RUMOBE_03758|-	S	Domain of unknown function (DUF4179)	-	-	-	-	-	-	-	-	-	-	-	-	-
G_6756_0_2_Blautia_sp._OM07-19	411459.RUMOBE_03758	8.27e-84	253.0	2BA9T@1|root,323Q1@2|Bacteria,1UQ6B@1239|Firmicutes,257VK@186801|Clostridia,3Y23U@572511|Blautia	411459.RUMOBE_03758|-	S	Domain of unknown function (DUF4179)	-	-	-	-	-	-	-	-	-	-	-	-	-
G_6756_0_3_Blautia_sp._OM07-19	411459.RUMOBE_03503	3.06e-103	301.0	COG1595@1|root,COG1595@2|Bacteria,1VACS@1239|Firmicutes,24KS7@186801|Clostridia,3Y0EM@572511|Blautia	186801|Clostridia	K	COG COG1595 DNA-directed RNA polymerase specialized sigma subunit, sigma24 homolog	-	-	-	ko:K03088	-	-	-	-	ko00000,ko03021	-	-	-	Sigma70_r2,Sigma70_r4_2
G_6756_0_4_Blautia_sp._OM07-19	411459.RUMOBE_03504	0.0	896.0	2CGG8@1|root,30FQ1@2|Bacteria,1UEDU@1239|Firmicutes,25JA2@186801|Clostridia,3Y0ZN@572511|Blautia	186801|Clostridia	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
G_6756_0_5_Blautia_sp._OM07-19	411459.RUMOBE_03505	2.61e-281	771.0	COG0642@1|root,COG2205@2|Bacteria,1TRD2@1239|Firmicutes,247M3@186801|Clostridia,3Y0A6@572511|Blautia	186801|Clostridia	T	ATPase histidine kinase DNA gyrase B HSP90 domain protein	-	-	-	-	-	-	-	-	-	-	-	-	HAMP,HATPase_c,HisKA
G_6756_0_6_Blautia_sp._OM07-19	411459.RUMOBE_03506	1.83e-151	426.0	COG0745@1|root,COG0745@2|Bacteria,1TT73@1239|Firmicutes,25BHU@186801|Clostridia	186801|Clostridia	T	Transcriptional regulatory protein, C terminal	-	-	-	-	-	-	-	-	-	-	-	-	Response_reg,Trans_reg_C
G_6756_0_7_Blautia_sp._OM07-19	1235792.C808_03341	9.81e-95	281.0	28M7Q@1|root,2ZAM1@2|Bacteria,1UYX7@1239|Firmicutes,24GTN@186801|Clostridia,27MGQ@186928|unclassified Lachnospiraceae	186801|Clostridia	S	Putative inner membrane protein (DUF1819)	-	-	-	-	-	-	-	-	-	-	-	-	DUF1819
G_6756_0_11_Blautia_sp._OM07-19	411459.RUMOBE_03529	9.86e-206	576.0	COG0582@1|root,COG0582@2|Bacteria,1UP0W@1239|Firmicutes,24FNC@186801|Clostridia,3Y2BK@572511|Blautia	186801|Clostridia	L	Belongs to the 'phage' integrase family	-	-	-	-	-	-	-	-	-	-	-	-	Phage_integrase
G_6756_0_12_Blautia_sp._OM07-19	1235802.C823_04120	1.88e-113	336.0	COG0583@1|root,COG0583@2|Bacteria,1TRYW@1239|Firmicutes,249AX@186801|Clostridia,25WJ5@186806|Eubacteriaceae	186801|Clostridia	K	LysR substrate binding domain	-	-	-	-	-	-	-	-	-	-	-	-	HTH_1,LysR_substrate
G_6756_0_14_Blautia_sp._OM07-19	411459.RUMOBE_03541	6.78e-144	407.0	COG1760@1|root,COG1760@2|Bacteria,1U8TZ@1239|Firmicutes,24AEE@186801|Clostridia,3XZ6R@572511|Blautia	186801|Clostridia	E	Psort location Cytoplasmic, score 8.87	sdaAB	-	4.3.1.17	ko:K01752	ko00260,ko00270,ko01100,ko01110,ko01130,ko01200,ko01230,map00260,map00270,map01100,map01110,map01130,map01200,map01230	-	R00220,R00590	RC00331,RC02600	ko00000,ko00001,ko01000	-	-	-	ACT,SDH_beta
G_6756_0_15_Blautia_sp._OM07-19	411459.RUMOBE_03543	6.66e-171	481.0	COG1760@1|root,COG1760@2|Bacteria,1TP79@1239|Firmicutes,2480J@186801|Clostridia,3XYU6@572511|Blautia	186801|Clostridia	E	L-serine dehydratase, iron-sulfur-dependent, alpha subunit	sdaAA	-	4.3.1.17	ko:K01752	ko00260,ko00270,ko01100,ko01110,ko01130,ko01200,ko01230,map00260,map00270,map01100,map01110,map01130,map01200,map01230	-	R00220,R00590	RC00331,RC02600	ko00000,ko00001,ko01000	-	-	-	SDH_alpha
G_6756_0_17_Blautia_sp._OM07-19	411459.RUMOBE_03544	1.52e-255	705.0	COG0577@1|root,COG0577@2|Bacteria,1TPUU@1239|Firmicutes,2483J@186801|Clostridia,3XZ8E@572511|Blautia	186801|Clostridia	V	Psort location CytoplasmicMembrane, score 9.99	macB2	-	-	ko:K02004	-	M00258	-	-	ko00000,ko00002,ko02000	3.A.1	-	-	FtsX,MacB_PCD
G_6756_0_18_Blautia_sp._OM07-19	411459.RUMOBE_03545	1.58e-248	703.0	COG0845@1|root,COG0845@2|Bacteria,1UZA4@1239|Firmicutes,24BV0@186801|Clostridia,3XZ43@572511|Blautia	186801|Clostridia	M	Belongs to the membrane fusion protein (MFP) (TC 8.A.1) family	-	-	-	ko:K02005	-	-	-	-	ko00000	-	-	-	Biotin_lipoyl_2,HlyD_3,HlyD_D23
G_6756_0_19_Blautia_sp._OM07-19	411459.RUMOBE_03546	1.12e-157	443.0	COG1136@1|root,COG1136@2|Bacteria,1TPBJ@1239|Firmicutes,248EZ@186801|Clostridia,3XYST@572511|Blautia	186801|Clostridia	V	Psort location CytoplasmicMembrane, score 9.49	macB	-	-	ko:K02003	-	M00258	-	-	ko00000,ko00002,ko02000	3.A.1	-	-	ABC_tran
G_6756_0_20_Blautia_sp._OM07-19	411459.RUMOBE_03547	2.15e-300	823.0	COG1362@1|root,COG1362@2|Bacteria,1TP6G@1239|Firmicutes,2486Y@186801|Clostridia,3XZF0@572511|Blautia	186801|Clostridia	E	Psort location Cytoplasmic, score 8.87	apeA	-	-	-	-	-	-	-	-	-	-	-	Peptidase_M18
G_6756_0_21_Blautia_sp._OM07-19	411459.RUMOBE_03549	0.0	908.0	COG3044@1|root,COG3044@2|Bacteria,1TPJ9@1239|Firmicutes,248G5@186801|Clostridia,3XYQT@572511|Blautia	186801|Clostridia	S	Psort location Cytoplasmic, score 8.87	-	-	-	-	-	-	-	-	-	-	-	-	ABC_ATPase
G_6756_0_22_Blautia_sp._OM07-19	411459.RUMOBE_03000	0.0	935.0	COG1070@1|root,COG1070@2|Bacteria,1TQ1I@1239|Firmicutes,247NR@186801|Clostridia,3XYSC@572511|Blautia	186801|Clostridia	G	Psort location Cytoplasmic, score 8.87	xylB	-	2.7.1.17	ko:K00854	ko00040,ko01100,map00040,map01100	M00014	R01639	RC00002,RC00538	ko00000,ko00001,ko00002,ko01000	-	-	-	FGGY_C,FGGY_N
G_6756_0_23_Blautia_sp._OM07-19	476272.RUMHYD_03174	2.59e-209	583.0	COG1063@1|root,COG1063@2|Bacteria,1TPWP@1239|Firmicutes,24ATV@186801|Clostridia,3XYNV@572511|Blautia	186801|Clostridia	E	Psort location Cytoplasmic, score 9.98	ydjJ	-	1.1.1.14	ko:K00008	ko00040,ko00051,ko01100,map00040,map00051,map01100	M00014	R00875,R01896	RC00085,RC00102	ko00000,ko00001,ko00002,ko01000	-	-	-	ADH_N,ADH_zinc_N
G_6756_0_24_Blautia_sp._OM07-19	476272.RUMHYD_03173	1.98e-194	546.0	COG1879@1|root,COG1879@2|Bacteria,1UD25@1239|Firmicutes,24B8A@186801|Clostridia	186801|Clostridia	G	Periplasmic binding protein domain	-	-	-	ko:K17213	ko02010,map02010	M00593	-	-	ko00000,ko00001,ko00002,ko02000	3.A.1.2	-	-	Peripla_BP_4
G_6756_0_25_Blautia_sp._OM07-19	445972.ANACOL_03953	8.53e-173	489.0	COG1172@1|root,COG1172@2|Bacteria,1TP72@1239|Firmicutes,249FA@186801|Clostridia,3WN1W@541000|Ruminococcaceae	186801|Clostridia	G	ribose xylose arabinose galactoside	rbsC	-	-	ko:K17214	ko02010,map02010	M00593	-	-	ko00000,ko00001,ko00002,ko02000	3.A.1.2	-	-	BPD_transp_2
G_6756_0_26_Blautia_sp._OM07-19	476272.RUMHYD_03170	4.11e-293	808.0	COG1129@1|root,COG1129@2|Bacteria,1TP6I@1239|Firmicutes,247II@186801|Clostridia,3XZ1W@572511|Blautia	186801|Clostridia	P	import. Responsible for energy coupling to the transport system	-	-	-	ko:K17215	ko02010,map02010	M00593	-	-	ko00000,ko00001,ko00002,ko02000	3.A.1.2	-	-	ABC_tran
G_6756_0_27_Blautia_sp._OM07-19	445972.ANACOL_03949	1.13e-157	454.0	COG1940@1|root,COG1940@2|Bacteria,1TRT1@1239|Firmicutes,24A9E@186801|Clostridia,3WH5F@541000|Ruminococcaceae	186801|Clostridia	GK	ROK family	-	-	-	-	-	-	-	-	-	-	-	-	HTH_24,ROK
G_6756_0_28_Blautia_sp._OM07-19	411459.RUMOBE_03550	1.06e-130	374.0	COG2011@1|root,COG2011@2|Bacteria,1TRSY@1239|Firmicutes,24AZ9@186801|Clostridia,3XYKJ@572511|Blautia	186801|Clostridia	P	COG COG2011 ABC-type metal ion transport system, permease component	metI	-	-	ko:K02072	ko02010,map02010	M00238	-	-	ko00000,ko00001,ko00002,ko02000	3.A.1.24	-	-	BPD_transp_1
G_6756_0_29_Blautia_sp._OM07-19	411459.RUMOBE_03551	1.94e-209	582.0	COG1135@1|root,COG1135@2|Bacteria,1TPPN@1239|Firmicutes,248PZ@186801|Clostridia,3XZSW@572511|Blautia	186801|Clostridia	P	Part of the ABC transporter complex MetNIQ involved in methionine import. Responsible for energy coupling to the transport system	metN	-	-	ko:K02071	ko02010,map02010	M00238	-	-	ko00000,ko00001,ko00002,ko02000	3.A.1.24	-	-	ABC_tran,NIL
G_6756_0_30_Blautia_sp._OM07-19	411459.RUMOBE_03552	1.22e-181	509.0	COG1464@1|root,COG1464@2|Bacteria,1TQAS@1239|Firmicutes,247WV@186801|Clostridia,3XZED@572511|Blautia	186801|Clostridia	M	COG COG1464 ABC-type metal ion transport system, periplasmic component surface antigen	metQ	-	-	ko:K02073	ko02010,map02010	M00238	-	-	ko00000,ko00001,ko00002,ko02000	3.A.1.24	-	-	Lipoprotein_9
G_6756_0_32_Blautia_sp._OM07-19	411459.RUMOBE_03554	2.67e-255	701.0	COG0482@1|root,COG0482@2|Bacteria,1TPIZ@1239|Firmicutes,247YV@186801|Clostridia,3XZBE@572511|Blautia	186801|Clostridia	J	Catalyzes the 2-thiolation of uridine at the wobble position (U34) of tRNA, leading to the formation of s(2)U34	trmU	-	2.8.1.13	ko:K00566	ko04122,map04122	-	R08700	RC02313,RC02315	ko00000,ko00001,ko01000,ko03016	-	-	-	tRNA_Me_trans
G_6756_0_33_Blautia_sp._OM07-19	411459.RUMOBE_03555	8.6e-103	321.0	COG3459@1|root,COG3459@2|Bacteria,1TQY8@1239|Firmicutes,248YP@186801|Clostridia,3Y0G0@572511|Blautia	186801|Clostridia	G	Putative carbohydrate binding domain	-	-	2.4.1.20	ko:K00702	ko00500,ko01100,map00500,map01100	-	R00952	RC00049	ko00000,ko00001,ko01000	-	GT36	-	Glyco_hydro_36,Glyco_transf_36
G_6756_0_34_Blautia_sp._OM07-19	411459.RUMOBE_03559	1.67e-55	181.0	COG1175@1|root,COG1175@2|Bacteria,1TS63@1239|Firmicutes,2489M@186801|Clostridia,3Y17Y@572511|Blautia	186801|Clostridia	P	Binding-protein-dependent transport system inner membrane component	-	-	-	ko:K02025	-	M00207	-	-	ko00000,ko00002,ko02000	3.A.1.1	-	-	BPD_transp_1
G_6756_0_36_Blautia_sp._OM07-19	411459.RUMOBE_03561	3.64e-156	447.0	COG0535@1|root,COG0535@2|Bacteria,1UZQ5@1239|Firmicutes,24AC1@186801|Clostridia	186801|Clostridia	S	Psort location Cytoplasmic, score	-	-	-	-	-	-	-	-	-	-	-	-	-
G_6756_0_37_Blautia_sp._OM07-19	411459.RUMOBE_03562	3.02e-57	181.0	COG1309@1|root,COG1309@2|Bacteria,1V5RP@1239|Firmicutes,24I1Z@186801|Clostridia,3Y0RU@572511|Blautia	186801|Clostridia	K	Transcriptional regulator C-terminal region	-	-	-	-	-	-	-	-	-	-	-	-	TetR_C_8,TetR_N
G_131616_0_1_Staphylococcus_epidermidis	279808.SH1947	2.68e-176	492.0	COG0623@1|root,COG0623@2|Bacteria,1TPVD@1239|Firmicutes,4H9YN@91061|Bacilli,4GXNK@90964|Staphylococcaceae	91061|Bacilli	I	Enoyl- acyl-carrier-protein reductase	fabI	GO:0000166,GO:0003674,GO:0003824,GO:0004312,GO:0004318,GO:0005488,GO:0006082,GO:0006629,GO:0006631,GO:0006633,GO:0006950,GO:0008150,GO:0008152,GO:0008610,GO:0009058,GO:0009266,GO:0009409,GO:0009628,GO:0009987,GO:0016043,GO:0016053,GO:0016491,GO:0016627,GO:0016628,GO:0016740,GO:0016746,GO:0016747,GO:0019752,GO:0022607,GO:0030497,GO:0032787,GO:0033554,GO:0036094,GO:0043436,GO:0043933,GO:0044085,GO:0044237,GO:0044238,GO:0044249,GO:0044255,GO:0044281,GO:0044283,GO:0046394,GO:0048037,GO:0050661,GO:0050662,GO:0050896,GO:0051259,GO:0051260,GO:0051262,GO:0051289,GO:0051716,GO:0055114,GO:0065003,GO:0070417,GO:0071704,GO:0071840,GO:0072330,GO:0097159,GO:1901265,GO:1901363,GO:1901576	1.3.1.10,1.3.1.9	ko:K00208	ko00061,ko00333,ko00780,ko01100,ko01130,ko01212,map00061,map00333,map00780,map01100,map01130,map01212	M00083,M00572	R01404,R04429,R04430,R04724,R04725,R04955,R04956,R04958,R04959,R04961,R04962,R04966,R04967,R04969,R04970,R07765,R10118,R10122,R11671	RC00052,RC00076,RC00120	ko00000,ko00001,ko00002,ko01000,ko01004	-	-	-	adh_short_C2
G_131616_0_8_Staphylococcus_epidermidis	1201292.DR75_2486	9.08e-42	147.0	COG1961@1|root,COG1961@2|Bacteria,1UY4S@1239|Firmicutes,4HD5D@91061|Bacilli,4B380@81852|Enterococcaceae	91061|Bacilli	L	Resolvase, N terminal domain	-	-	-	-	-	-	-	-	-	-	-	-	HTH_7,Resolvase
G_131616_0_10_Staphylococcus_epidermidis	279808.SH2618	9.74e-18	78.6	COG3666@1|root,COG3666@2|Bacteria,1TQQ9@1239|Firmicutes,4H9KK@91061|Bacilli,4GY76@90964|Staphylococcaceae	91061|Bacilli	L	COG3666 Transposase and inactivated derivatives	-	-	-	ko:K07487	-	-	-	-	ko00000	-	-	-	DDE_Tnp_1,DDE_Tnp_1_6,DUF772
G_169491_0_2_Trichococcus_ilyis	1234679.BN424_3439	1.97e-60	186.0	COG0051@1|root,COG0051@2|Bacteria,1V6C9@1239|Firmicutes,4HIKH@91061|Bacilli,27GDW@186828|Carnobacteriaceae	91061|Bacilli	J	Involved in the binding of tRNA to the ribosomes	rpsJ	GO:0003674,GO:0003735,GO:0005198,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005840,GO:0006412,GO:0006518,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009987,GO:0010467,GO:0015935,GO:0019538,GO:0032991,GO:0034641,GO:0034645,GO:0043043,GO:0043170,GO:0043226,GO:0043228,GO:0043229,GO:0043232,GO:0043603,GO:0043604,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0044391,GO:0044422,GO:0044424,GO:0044444,GO:0044446,GO:0044464,GO:0071704,GO:1901564,GO:1901566,GO:1901576,GO:1990904	-	ko:K02946	ko03010,map03010	M00178,M00179	-	-	br01610,ko00000,ko00001,ko00002,ko03011	-	-	-	Ribosomal_S10
G_169491_0_3_Trichococcus_ilyis	1158610.UC3_01273	5.93e-121	348.0	COG0087@1|root,COG0087@2|Bacteria,1TPFT@1239|Firmicutes,4HAEN@91061|Bacilli,4B0QG@81852|Enterococcaceae	91061|Bacilli	J	One of the primary rRNA binding proteins, it binds directly near the 3'-end of the 23S rRNA, where it nucleates assembly of the 50S subunit	rplC	GO:0008150,GO:0009893,GO:0010468,GO:0010604,GO:0010628,GO:0019219,GO:0019222,GO:0031323,GO:0031325,GO:0044087,GO:0044089,GO:0045935,GO:0048518,GO:0048522,GO:0050789,GO:0050794,GO:0051171,GO:0051173,GO:0051252,GO:0051254,GO:0060255,GO:0065007,GO:0080090,GO:0090069,GO:0090070,GO:2000232,GO:2000234	-	ko:K02906	ko03010,map03010	M00178,M00179	-	-	br01610,ko00000,ko00001,ko00002,ko03011	-	-	-	Ribosomal_L3
G_169491_0_4_Trichococcus_ilyis	1449338.JQLU01000005_gene2498	9.53e-123	352.0	COG0088@1|root,COG0088@2|Bacteria,1TPGW@1239|Firmicutes,4HB01@91061|Bacilli,27FK5@186828|Carnobacteriaceae	91061|Bacilli	J	Forms part of the polypeptide exit tunnel	rplD	GO:0003674,GO:0003676,GO:0003723,GO:0003735,GO:0005198,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005840,GO:0006412,GO:0006518,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009987,GO:0010467,GO:0015934,GO:0019538,GO:0022625,GO:0022626,GO:0032991,GO:0034641,GO:0034645,GO:0043043,GO:0043170,GO:0043226,GO:0043228,GO:0043229,GO:0043232,GO:0043603,GO:0043604,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0044391,GO:0044422,GO:0044424,GO:0044444,GO:0044445,GO:0044446,GO:0044464,GO:0071704,GO:0097159,GO:1901363,GO:1901564,GO:1901566,GO:1901576,GO:1990904	-	ko:K02926	ko03010,map03010	M00178	-	-	br01610,ko00000,ko00001,ko00002,ko03011	-	-	-	Ribosomal_L4
G_169491_0_5_Trichococcus_ilyis	1449338.JQLU01000005_gene2499	8.07e-45	146.0	COG0089@1|root,COG0089@2|Bacteria,1VA4W@1239|Firmicutes,4HKCV@91061|Bacilli,27GJQ@186828|Carnobacteriaceae	91061|Bacilli	J	One of the early assembly proteins it binds 23S rRNA. One of the proteins that surrounds the polypeptide exit tunnel on the outside of the ribosome. Forms the main docking site for trigger factor binding to the ribosome	rplW	GO:0000027,GO:0003674,GO:0003676,GO:0003723,GO:0003735,GO:0005198,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005840,GO:0006412,GO:0006518,GO:0006807,GO:0006996,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009987,GO:0010467,GO:0015934,GO:0016043,GO:0019538,GO:0022607,GO:0022613,GO:0022618,GO:0022625,GO:0022626,GO:0032991,GO:0034622,GO:0034641,GO:0034645,GO:0042254,GO:0042255,GO:0042273,GO:0043043,GO:0043170,GO:0043226,GO:0043228,GO:0043229,GO:0043232,GO:0043603,GO:0043604,GO:0043933,GO:0044085,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0044391,GO:0044422,GO:0044424,GO:0044444,GO:0044445,GO:0044446,GO:0044464,GO:0065003,GO:0070925,GO:0071704,GO:0071826,GO:0071840,GO:0097159,GO:1901363,GO:1901564,GO:1901566,GO:1901576,GO:1990904	-	ko:K02892	ko03010,map03010	M00178,M00179	-	-	br01610,ko00000,ko00001,ko00002,ko03011	-	-	-	Ribosomal_L23
G_169491_0_6_Trichococcus_ilyis	1449342.JQMR01000001_gene1765	4.81e-171	480.0	COG0090@1|root,COG0090@2|Bacteria,1TP9X@1239|Firmicutes,4HAE8@91061|Bacilli,27F8I@186828|Carnobacteriaceae	91061|Bacilli	J	One of the primary rRNA binding proteins. Required for association of the 30S and 50S subunits to form the 70S ribosome, for tRNA binding and peptide bond formation. It has been suggested to have peptidyltransferase activity	rplB	GO:0002181,GO:0003674,GO:0003676,GO:0003723,GO:0003735,GO:0005198,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005840,GO:0006412,GO:0006518,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009987,GO:0010467,GO:0015934,GO:0019538,GO:0022625,GO:0022626,GO:0032991,GO:0034641,GO:0034645,GO:0043043,GO:0043170,GO:0043226,GO:0043228,GO:0043229,GO:0043232,GO:0043603,GO:0043604,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0044391,GO:0044422,GO:0044424,GO:0044444,GO:0044445,GO:0044446,GO:0044464,GO:0071704,GO:0097159,GO:1901363,GO:1901564,GO:1901566,GO:1901576,GO:1990904	-	ko:K02886	ko03010,map03010	M00178,M00179	-	-	br01610,ko00000,ko00001,ko00002,ko03011	-	-	-	Ribosomal_L2,Ribosomal_L2_C
